jenis_ikan_nama_latin,jenis_ikan,nama_latin,kode_fao,kelompok_sdi
Ikan Lidah Tiga Garis - Cynoglossus Abbreviatus,Ikan Lidah Tiga Garis,Cynoglossus Abbreviatus,YOA,Demersal
Ikan Mola Bintik Putih - Mola Mola,Ikan Mola Bintik Putih,Mola Mola,MOX,Pelagis Besar
Ikan Mola Ekor Tajam - Masturus Lanceolatus,Ikan Mola Ekor Tajam,Masturus Lanceolatus,MRW,Pelagis Besar
Ikan Mola Ramping - Ranzania Laevis,Ikan Mola Ramping,Ranzania Laevis,RZV,Pelagis Besar
Ikan Naga - Alepisaurus Ferox,Ikan Naga,Alepisaurus Ferox,ALX,Pelagis Besar
Ikan Naga - Alepisaurus Ferrox,Ikan Naga,Alepisaurus Ferrox,,bathy pelagic
Ikan Pe - Dasyatis Cf Longa,Ikan Pe,Dasyatis Cf Longa,,demersal
Ikan Pedang - Xiphias Gladius,Ikan Pedang,Xiphias Gladius,SWO,Pelagis Besar
Ikan Sanma - Cololabis Saira,Ikan Sanma,Cololabis Saira,SAP,pelagis kecil
Ikan Sebelah - Psettodes Erumei,Ikan Sebelah,Psettodes Erumei,HAI,Demersal
Ikan Sebelah Mata Kanan - Poecilopsetta Colorata,Ikan Sebelah Mata Kanan,Poecilopsetta Colorata,OCF,Demersal
Ikan Sebelah Mata Kiri - Pseudorhombus Arsius,Ikan Sebelah Mata Kiri,Pseudorhombus Arsius,UHA,Demersal
Ikan Terbang Bertulang - Hirundichthys Oxycephalus,Ikan Terbang Bertulang,Hirundichthys Oxycephalus,FFZ,Pelagis Kecil
Ikan Terbang Peluncur - Cheilopogon Atrisignis,Ikan Terbang Peluncur,Cheilopogon Atrisignis,EAW,Pelagis Kecil
Ikan Terbang Sirip Hitam - Cypselurus Opisthopus,Ikan Terbang Sirip Hitam,Cypselurus Opisthopus,FQD,Pelagis Kecil
Ikan Terbang Sirip Layaran - Parexocoetus Brachypterus,Ikan Terbang Sirip Layaran,Parexocoetus Brachypterus,PXB,Pelagis Besar
Ikan Terbang Sisik Kasar - Cypselurus Oligolepis,Ikan Terbang Sisik Kasar,Cypselurus Oligolepis,ECL,Pelagis Kecil
Ikan Terbang Totol - Cypselurus Poecilopterus,Ikan Terbang Totol,Cypselurus Poecilopterus,ECP,Pelagis Kecil
Ikan Todak - Tetrapturus Angustirostris,Ikan Todak,Tetrapturus Angustirostris,SSP,Pelagis Besar
Indian Sand Tiger - Carcharias Tricuspidatus,Indian Sand Tiger,Carcharias Tricuspidatus,LOU,pelagis besar
Jabingan Hitam Besar - Atrosalarias Fuscus,Jabingan Hitam Besar,Atrosalarias Fuscus,AIS,ikan karang
Jangki Benang Ungu - Pentapodus Emeryii,Jangki Benang Ungu,Pentapodus Emeryii,NPY,Ikan Karang
Jangki Gigi Kecil - Pentapodus Caninus,Jangki Gigi Kecil,Pentapodus Caninus,NPC,Ikan Karang
Jangki Kupu Bintik Hitam - Pentapodus Setosus,Jangki Kupu Bintik Hitam,Pentapodus Setosus,QPK,Ikan Karang
Jangki Nagasaki - Pentapodus Nagasakiensis,Jangki Nagasaki,Pentapodus Nagasakiensis,,Ikan Karang
Jangki Punggung Putih - Pentapodus Bifasciatus,Jangki Punggung Putih,Pentapodus Bifasciatus,,Ikan Karang
Jangki Setan - Gasterochisma Melampus,Jangki Setan,Gasterochisma Melampus,BUK,Pelagis Kecil
Jangki Strip Kuning - Pentapodus Aureofasciatus,Jangki Strip Kuning,Pentapodus Aureofasciatus,,Demersal
Jangki Tiga Garis - Pentapodus Trivittatus,Jangki Tiga Garis,Pentapodus Trivittatus,QPZ,Ikan Karang
Jangki Timun; Pasir-Pasir - Scolopsis Bimaculatus,Jangki Timun; Pasir-Pasir,Scolopsis Bimaculatus,,Ikan Karang
Janss' Pipefish - Doryrhamphus Janssi,Janss' Pipefish,Doryrhamphus Janssi,,ikan karang
Japanese Rubyfish - Erythrocles Schlegelii,Japanese Rubyfish,Erythrocles Schlegelii,ERY,demersal
Japuh Pelangi - Dussumieria Acuta,Japuh Pelangi,Dussumieria Acuta,RAS,Pelagis Kecil
Japuh Pipih - Dussumieria Elopsoides,Japuh Pipih,Dussumieria Elopsoides,RAL,Pelagis Kecil
Jarang Koto/Kuniran - Lutjanus Quinquelineatus,Jarang Koto/Kuniran,Lutjanus Quinquelineatus,LWQ,demersal
Jenaha - Lutjanus Russellii,Jenaha,Lutjanus Russellii,SNU,Ikan Karang
Jenggot - Parupeneus Rubescens,Jenggot,Parupeneus Rubescens,QZH,ikan karang
Jenggot - Upeneus Guttatus,Jenggot,Upeneus Guttatus,,demersal
Jenggot - Upeneus Japonicus,Jenggot,Upeneus Japonicus,UCW,ikan karang
Jenggot Doublebar - Parupeneus Crassilabris,Jenggot Doublebar,Parupeneus Crassilabris,,ikan karang
Jenggot Kuning - Mulloidichthys Flavolineatus,Jenggot Kuning,Mulloidichthys Flavolineatus,MUV,Demersal
Jenggot Merah - Mulloidichthys Pfluegeri,Jenggot Merah,Mulloidichthys Pfluegeri,YYP,ikan karang
Jenggot Merah - Parupaneus Heptacanthus,Jenggot Merah,Parupaneus Heptacanthus,,ikan karang
Jenggot Multibar - Parupeneus Multifasciatus,Jenggot Multibar,Parupeneus Multifasciatus,RPK,ikan karang
Jenggot Two--Barred - Parupeneus Trifasciatus,Jenggot Two--Barred,Parupeneus Trifasciatus,RPB,ikan karang
Julung Julung - Hemiramphus Brasiliensis,Julung Julung,Hemiramphus Brasiliensis,BAL,Pelagis Kecil
Julung Julung - Hemiramphus Brasillensis,Julung Julung,Hemiramphus Brasillensis,,ikan karang
Julung-Julung - Ablennes Hians,Julung-Julung,Ablennes Hians,BAF,Pelagis Kecil
Julung-Julung - Hemiramphus Spp,Julung-Julung,Hemiramphus Spp,HAX,Pelagis Kecil
Julung-Julung - Hyporhamphus Balinensis,Julung-Julung,Hyporhamphus Balinensis,,ikan karang
Julung-Julung - Hyporhamphus Dussumieri,Julung-Julung,Hyporhamphus Dussumieri,KXU,Pelagis Kecil
Julung-Julung - Nomorhamphus Liemi,Julung-Julung,Nomorhamphus Liemi,,pelagis kecil
Julung-Julung - Strongylura Leiura,Julung-Julung,Strongylura Leiura,SYQ,Pelagis Kecil
Julung-Julung - Strongylura Strongylura,Julung-Julung,Strongylura Strongylura,SGY,Pelagis Kecil
Julung-Julung Congaturi - Hyporhamphus Limbatus,Julung-Julung Congaturi,Hyporhamphus Limbatus,GZQ,Pelagis Kecil
Julung-Julung Perak - Hemiramphus Lutkei,Julung-Julung Perak,Hemiramphus Lutkei,,Pelagis Kecil
Julung-Julung Totol Hitam - Hemiramphus Far,Julung-Julung Totol Hitam,Hemiramphus Far,HHF,Pelagis Kecil
Kaca - Ambassis Agrammus,Kaca,Ambassis Agrammus,,demersal
Kaca - Ambassis Ambassis,Kaca,Ambassis Ambassis,MSE,demersal
Kaci-Kaci - Plectorhinchus Lavomaculatus,Kaci-Kaci,Plectorhinchus Lavomaculatus,,Ikan Karang
Kaci-Kaci - Plectorhinchus Spp,Kaci-Kaci,Plectorhinchus Spp,PBX,Ikan Karang
Kaci-Kaci Abu Ekor Hitam - Plectorhinchus Albovittatus,Kaci-Kaci Abu Ekor Hitam,Plectorhinchus Albovittatus,QRI,Ikan Karang
Kaci-Kaci Batik Kuning - Diagramma Labiosum,Kaci-Kaci Batik Kuning,Diagramma Labiosum,,Ikan Karang
Kaci-Kaci Belang - Plectorhinchus Vittatus,Kaci-Kaci Belang,Plectorhinchus Vittatus,GQV,Ikan Karang
Kaci-Kaci Bibir Hitam - Plectorhinchus Gibbosus,Kaci-Kaci Bibir Hitam,Plectorhinchus Gibbosus,IEW,Ikan Karang
Kaci-Kaci Bintik Biru - Diagramma Pictum,Kaci-Kaci Bintik Biru,Diagramma Pictum,DGP,Demersal
Kaci-Kaci Garis Kuning - Plectorhinchus Chrysotaenia,Kaci-Kaci Garis Kuning,Plectorhinchus Chrysotaenia,,Ikan Karang
Kaci-Kaci Macan - Plectorhinchus Chaetodonoides,Kaci-Kaci Macan,Plectorhinchus Chaetodonoides,,Ikan Karang
Kaci-Kaci Putih Bintik Hitam - Plectorhinchus Picus,Kaci-Kaci Putih Bintik Hitam,Plectorhinchus Picus,,Ikan Karang
Kaci-Kaci Sirip Bintik Orange - Plectorhinchus Flavomaculatus,Kaci-Kaci Sirip Bintik Orange,Plectorhinchus Flavomaculatus,PFV,Ikan Karang
Kaci-Kaci Sirip Kuning - Diagramma Melanacrum,Kaci-Kaci Sirip Kuning,Diagramma Melanacrum,,Ikan Karang
Kaci-Kaci Strip Hitam - Plectorhinchus Lessonii,Kaci-Kaci Strip Hitam,Plectorhinchus Lessonii,GFH,Ikan Karang
Kaci-Kaci Strip Sirip Kuning - Plectorhinchus Polytaenia,Kaci-Kaci Strip Sirip Kuning,Plectorhinchus Polytaenia,,Ikan Karang
Kaci-Kaci Totol Bibir Kuning - Plectorhinchus Lineatus,Kaci-Kaci Totol Bibir Kuning,Plectorhinchus Lineatus,IEY,Pelagis Besar
Kaci-Kaci Unicolor - Plectorhinchus Schotaf,Kaci-Kaci Unicolor,Plectorhinchus Schotaf,PKF,Ikan Karang
Kadal Merah - Synodus Ulae,Kadal Merah,Synodus Ulae,,demersal
Kakaktua Putih - Cheilinus Chlorourus,Kakaktua Putih,Cheilinus Chlorourus,JBK,Ikan Karang
Kakap - Liopropoma Randalli,Kakap,Liopropoma Randalli,NWF,Ikan Karang
Kakap - Lutjanus Spp,Kakap,Lutjanus Spp,SNA,Demersal
Kakap - Sacura Parva,Kakap,Sacura Parva,QZC,Ikan Karang
Kakap Bakau - Lutjanus Argentimaculatus,Kakap Bakau,Lutjanus Argentimaculatus,RES,Ikan Karang
Kakap Batu - Lutjanus Griseus,Kakap Batu,Lutjanus Griseus,LJI,Demersal
Kakap Bendera - Pristipomoides Zonatus,Kakap Bendera,Pristipomoides Zonatus,LWZ,Ikan Karang
Kakap Bungkuk - Lutjanus Sebae,Kakap Bungkuk,Lutjanus Sebae,LUB,Ikan Karang
Kakap Button - Lutjanus Boutton,Kakap Button,Lutjanus Boutton,,Ikan Karang
Kakap Cablikan - Lutjanus Lemniscatus,Kakap Cablikan,Lutjanus Lemniscatus,LWL,Ikan Karang
Kakap Cina - Ctenopharyngodon Idellus,Kakap Cina,Ctenopharyngodon Idellus,FCG,Demersal
Kakap Ekor Kuning - Lutjanus Carponotatus,Kakap Ekor Kuning,Lutjanus Carponotatus,,Ikan Karang
Kakap Ekor Kuning - Lutjanus Ehrenbergii,Kakap Ekor Kuning,Lutjanus Ehrenbergii,LWE,Ikan Karang
Kakap Gaga - Lutjanus Rivulatus,Kakap Gaga,Lutjanus Rivulatus,LUV,Demersal
Kakap Gorara - Lutjanus Russelli,Kakap Gorara,Lutjanus Russelli,SNU,Demersal
Kakap Gorarafuro - Lutjanus Fulviflamma,Kakap Gorarafuro,Lutjanus Fulviflamma,LJF,Ikan Karang
Kakap Hitam - Macolor Niger,Kakap Hitam,Macolor Niger,MLN,Ikan Karang
Kakap Hitam Papua - Lutjanus Goldiei,Kakap Hitam Papua,Lutjanus Goldiei,LVG,ikan karang
Kakap Indian - Lutjanus Madras,Kakap Indian,Lutjanus Madras,,Ikan Karang
Kakap Jenaha - Lutjanus Johnii,Kakap Jenaha,Lutjanus Johnii,LJH,Ikan Karang
Kakap Kelalah - Lutjanus Monostigma,Kakap Kelalah,Lutjanus Monostigma,LJK,Ikan Karang
Kakap Kotak-Kotak - Lutjanus Decussatus,Kakap Kotak-Kotak,Lutjanus Decussatus,LJD,Pelagis Besar
Kakap Kuning Garis Abu - Lutjanus Bengalensis,Kakap Kuning Garis Abu,Lutjanus Bengalensis,QIT,Demersal
Kakap Lane - Lutjanus Synagris,Kakap Lane,Lutjanus Synagris,SNL,demersal
Kakap Layar - Symphorichthys Spilurus,Kakap Layar,Symphorichthys Spilurus,SJS,Demersal
Kakap Mailah - Lutjanus Bohar,Kakap Mailah,Lutjanus Bohar,LJB,Ikan Karang
Kakap Malam - Macolor Macularis,Kakap Malam,Macolor Macularis,,Ikan Karang
Kakap Markisa - Symphorus Nematophorus,Kakap Markisa,Symphorus Nematophorus,SJE,Demersal
Kakap Mata Besar - Lutjanus Lutjanus,Kakap Mata Besar,Lutjanus Lutjanus,LJL,Ikan Karang
Kakap Mata Kucing - Psammoperca Waigiensis Civler,Kakap Mata Kucing,Psammoperca Waigiensis Civler,,ikan karang
Kakap Merah - Lutjanus Malabaricus,Kakap Merah,Lutjanus Malabaricus,MAL,Ikan Karang
Kakap Merah - Lutjanus Sanguineus,Kakap Merah,Lutjanus Sanguineus,LZJ,Demersal
Kakap Merah Ekor Panjang - Etelis Coruscans,Kakap Merah Ekor Panjang,Etelis Coruscans,ETC,Demersal
Kakap Merah Pasifik - Lutjanus Peru,Kakap Merah Pasifik,Lutjanus Peru,LWP,demersal
Kakap Merah Pesisir - Lutjanus Bitaeniatus,Kakap Merah Pesisir,Lutjanus Bitaeniatus,,Ikan Karang
Kakap Merah Timor - Lutjanus Timorensis,Kakap Merah Timor,Lutjanus Timorensis,LWT,Demersal
Kakap Merah Utara - Lutjanus Campechanus,Kakap Merah Utara,Lutjanus Campechanus,SNR,Ikan Karang
Kakap Papua - Lutjanus Papuensis,Kakap Papua,Lutjanus Papuensis,,Ikan Karang
Kakap Perak Merah - Etelis Radiosus,Kakap Perak Merah,Etelis Radiosus,EEW,Demersal
Kakap Pinjalo Merah - Pinjalo Pinjalo,Kakap Pinjalo Merah,Pinjalo Pinjalo,PJP,Ikan Karang
Kakap Pinjalo Ramping - Pinjalo Lewisi,Kakap Pinjalo Ramping,Pinjalo Lewisi,QQE,Ikan Karang
Kakap Putih Japanese - Lateolabrax Japonicus,Kakap Putih Japanese,Lateolabrax Japonicus,BAJ,ikan karang
Kakap Ratu - Etelis Oculatus,Kakap Ratu,Etelis Oculatus,EEO,Demersal
Kakap Rubi Besar - Etelis Boweni,Kakap Rubi Besar,Etelis Boweni,,Demersal
Kakap Rubi Ekor Panjang - Etelis Carbunculus,Kakap Rubi Ekor Panjang,Etelis Carbunculus,ETA,Demersal
Kakap Sawo - Lutjanus Erythropterus,Kakap Sawo,Lutjanus Erythropterus,LJT,Ikan Karang
Kakap Sirip Hitam - Lutjanus Buccanella,Kakap Sirip Hitam,Lutjanus Buccanella,LJU,Demersal
Kakap Sutera - Lutjanus Vivanus,Kakap Sutera,Lutjanus Vivanus,LTJ,Demersal
Kakap Tambak - Lutjanus Fulvus,Kakap Tambak,Lutjanus Fulvus,LJV,Ikan Karang
Kakap Tandu - Lutjanus Gibbus,Kakap Tandu,Lutjanus Gibbus,LJG,Ikan Karang
Kakap Timor - Lutjanus Timoriensis,Kakap Timor,Lutjanus Timoriensis,LWT,Ikan Karang
Kakap Umela - Lutjanus Vitta,Kakap Umela,Lutjanus Vitta,LUJ,Ikan Karang
Kakatua - Bolbometopon Muricatum,Kakatua,Bolbometopon Muricatum,BMK,Ikan Karang
Kakatua - Calotomus Carolinus,Kakatua,Calotomus Carolinus,ULG,Ikan Karang
Kakatua - Calotomus Spinidens,Kakatua,Calotomus Spinidens,ULY,ikan karang
Kakatua - Cetoscarus Ocellatus,Kakatua,Cetoscarus Ocellatus,,Ikan Karang
Kakatua - Chlorurus Bleekeri,Kakatua,Chlorurus Bleekeri,UUP,ikan karang
Kakatua - Chlorurus Capistratoides,Kakatua,Chlorurus Capistratoides,,ikan karang
Kakatua - Chlorurus Japanensis,Kakatua,Chlorurus Japanensis,UKZ,ikan karang
Kakatua - Chlorurus Microrhinos,Kakatua,Chlorurus Microrhinos,FMD,Pelagis Kecil
Kakatua - Chlorurus Strongycephalus,Kakatua,Chlorurus Strongycephalus,,Demersal
Kakatua - Chlorurus Troschelii,Kakatua,Chlorurus Troschelii,,Demersal
Kakatua - Hipposcarus Longiceps,Kakatua,Hipposcarus Longiceps,HJZ,ikan karang
Kakatua - Leptoscarus Vaigiensis,Kakatua,Leptoscarus Vaigiensis,LOV,Ikan Karang
Kakatua - Scarus Altipinnis,Kakatua,Scarus Altipinnis,,ikan karang
Kakatua - Scarus Chameleon,Kakatua,Scarus Chameleon,,ikan karang
Kakatua - Scarus Dimidiatus,Kakatua,Scarus Dimidiatus,,ikan karang
Kakatua - Scarus Flavipectoralis,Kakatua,Scarus Flavipectoralis,,ikan karang
Kakatua - Scarus Forsteni,Kakatua,Scarus Forsteni,USF,Demersal
Kakatua - Scarus Frenatus,Kakatua,Scarus Frenatus,USZ,Ikan Karang
Kakatua - Scarus Globiceps,Kakatua,Scarus Globiceps,ULZ,ikan karang
Kakatua - Scarus Longipinnis,Kakatua,Scarus Longipinnis,,ikan karang
Kakatua - Scarus Niger,Kakatua,Scarus Niger,UVN,ikan karang
Kakatua - Scarus Oviceps,Kakatua,Scarus Oviceps,,ikan karang
Kakatua - Scarus Prasiognathos,Kakatua,Scarus Prasiognathos,,ikan karang
Kakatua - Scarus Psittacus,Kakatua,Scarus Psittacus,UVD,Ikan Karang
Kakatua - Scarus Quoyi,Kakatua,Scarus Quoyi,,ikan karang
Kakatua - Scarus Rivulatus,Kakatua,Scarus Rivulatus,,ikan karang
Kakatua - Scarus Rubroviolaceus,Kakatua,Scarus Rubroviolaceus,UVE,ikan karang
Kakatua - Scarus Schlegeli,Kakatua,Scarus Schlegeli,,ikan karang
Kakatua - Scarus Tricolor,Kakatua,Scarus Tricolor,UVH,ikan karang
Kalong - Velifer Hypselopterus,Kalong,Velifer Hypselopterus,VVH,demersal
Kambing-Kambing Besar - Balistoides Viridescens,Kambing-Kambing Besar,Balistoides Viridescens,BDZ,Ikan Karang
Kambing-Kambing Kembang - Balistoides Conspicillum,Kambing-Kambing Kembang,Balistoides Conspicillum,BDK,Ikan Karang
Kambing-Kambing Tikus - Canthidermis Maculata,Kambing-Kambing Tikus,Canthidermis Maculata,CNT,Ikan Karang
Kaneke - Plectorhynchus Mediterraneus,Kaneke,Plectorhynchus Mediterraneus,,demersal
Kapas Kapas Susu - Lactarius Lactarius,Kapas Kapas Susu,Lactarius Lactarius,TRF,Demersal
Kapasan - Prionurus Chrysurus,Kapasan,Prionurus Chrysurus,QXD,Ikan Karang
Kapas-Kapas - Geres Oyena,Kapas-Kapas,Geres Oyena,,demersal
Kapas-Kapas - Geres Punctatus,Kapas-Kapas,Geres Punctatus,,Demersal
Kapas-Kapas Badan Lebar - Gerres Erythrourus,Kapas-Kapas Badan Lebar,Gerres Erythrourus,GEV,Demersal
Kapas-Kapas Duri Panjang - Gerres Macracanthus,Kapas-Kapas Duri Panjang,Gerres Macracanthus,,Demersal
Kapas-Kapas Lebar Duri Panjang - Gerres Filamentosus,Kapas-Kapas Lebar Duri Panjang,Gerres Filamentosus,GEF,Demersal
Kapas-Kapas Perut Perak - Gerres Oyena,Kapas-Kapas Perut Perak,Gerres Oyena,GEJ,Demersal
Kapas-Kapas Sima - Gerres Shima,Kapas-Kapas Sima,Gerres Shima,,Demersal
Kembung Gepeng - Rastrelliger Faughni,Kembung Gepeng,Rastrelliger Faughni,RAF,Pelagis Kecil
Kembung Lelaki - Rastrelliger Kanagurta,Kembung Lelaki,Rastrelliger Kanagurta,RAG,Pelagis Kecil
Kembung Perempuan - Rastrelliger Brachysoma,Kembung Perempuan,Rastrelliger Brachysoma,RAB,Pelagis Kecil
Kemprit - Ilisha Striatula,Kemprit,Ilisha Striatula,,pelagis kecil
Kendia - Thynnichtys Vaillanti,Kendia,Thynnichtys Vaillanti,,demersal/sungai
Kenyar - Sarda Orientalis,Kenyar,Sarda Orientalis,BIP,Pelagis Besar
Kenyar - Sarda Spp,Kenyar,Sarda Spp,BZX,Pelagis Besar
Keong Loncat Strombus - Strombus Gibberulus,Keong Loncat Strombus,Strombus Gibberulus,,binatang lunak
Keong Macan - Babylonia Spirata,Keong Macan,Babylonia Spirata,YJS,binatang lunak
Keong Mata Sembilan - Haliotis Varia,Keong Mata Sembilan,Haliotis Varia,LQW,binatang lunak
Keong Ratu - Strombus Gigas,Keong Ratu,Strombus Gigas,,binatang lunak
Keong Sawah - Pila Polita,Keong Sawah,Pila Polita,,binatang lunak
Keong Topi - Cellana Eucosmia,Keong Topi,Cellana Eucosmia,,binatang lunak
Kepala Kambing - Cassis Cornuta,Kepala Kambing,Cassis Cornuta,KSC,binatang lunak
Kepe-Kepe - Chaetodon Auriga,Kepe-Kepe,Chaetodon Auriga,IWP,Ikan Karang
Kepe-Kepe Argenteus - Monodactylus Argenteus,Kepe-Kepe Argenteus,Monodactylus Argenteus,MOU,Pelagis Kecil
Kepe-Kepe Matahari - Chaetodon Kleinii,Kepe-Kepe Matahari,Chaetodon Kleinii,,Ikan Karang
Kepe-Kepe Putih - Parachaetodon Ocellatus,Kepe-Kepe Putih,Parachaetodon Ocellatus,RCC,Ikan Karang
Kepiting Bakau Coklat - Scylla Serrata,Kepiting Bakau Coklat,Scylla Serrata,MUD,Binatang Berkulit Keras
Kepiting Bakau Hijau - Scylla Paramamosain,Kepiting Bakau Hijau,Scylla Paramamosain,YAR,Binatang Berkulit Keras
Kepiting Bakau Jingga - Scylla Olivacea,Kepiting Bakau Jingga,Scylla Olivacea,YLW,Binatang Berkulit Keras
Kepiting Bakau Ungu - Scylla Tranquebarica,Kepiting Bakau Ungu,Scylla Tranquebarica,YAT,Binatang Berkulit Keras
kepiting batu - Myomenippe hardwickii,kepiting batu,Myomenippe hardwickii,,Binatang Berkulit Keras
Kepiting Berbulu - Erimacrus Isenbeckii,Kepiting Berbulu,Erimacrus Isenbeckii,HBZ,binatang berkulit keras
Kepiting Biru - Callinectes Sapidus,Kepiting Biru,Callinectes Sapidus,CRB,binatang berkulit keras
Kepiting Bulu Shanghai - Eriocheir Sinensis,Kepiting Bulu Shanghai,Eriocheir Sinensis,ERS,binatang berkulit keras
Kepiting Hantu Bertanduk - Ocypode Ceratophthalmus,Kepiting Hantu Bertanduk,Ocypode Ceratophthalmus,ODK,binatang berkulit keras
Kepiting Kampat - Varuna Litterata,Kepiting Kampat,Varuna Litterata,VAL,binatang berkulit keras
Kepiting Katak Merah - Ranina Ranina,Kepiting Katak Merah,Ranina Ranina,RAQ,binatang berkulit keras
Kepiting Kenari - Birgus Latro,Kepiting Kenari,Birgus Latro,BQL,binatang berkulit keras
Kepiting Merah - Charybdis Natator,Kepiting Merah,Charybdis Natator,KHN,binatang berkulit keras
Kepiting Mimi Amerika - Limulus Polyphemus,Kepiting Mimi Amerika,Limulus Polyphemus,HSC,binatang berkulit keras
Kepiting Plongkor - Carpilius Maculatus,Kepiting Plongkor,Carpilius Maculatus,KPM,Binatang Berkulit Keras
Kepiting Raja Merah - Paralithodes Camtschaticus,Kepiting Raja Merah,Paralithodes Camtschaticus,KCD,binatang berkulit keras
Kepiting Salju - Chionoecetes Opilio,Kepiting Salju,Chionoecetes Opilio,CRQ,binatang berkulit keras
Kepiting Trapezia - Trapezia Lutea,Kepiting Trapezia,Trapezia Lutea,,binatang berkulit keras
Kepongok - Cardisoma Carnifex,Kepongok,Cardisoma Carnifex,KDC,binatang berkulit keras
Kerang - Anadara Broughtonii,Kerang,Anadara Broughtonii,ACB,binatang lunak
Kerang - Anadara Scapha,Kerang,Anadara Scapha,,binatang lunak
Kerang - Anodonta Woodiana,Kerang,Anodonta Woodiana,,binatang lunak
Kerang - Atrina Vexillum,Kerang,Atrina Vexillum,TQX,binatang lunak
Kerang - Austrovenus Stutchburyi,Kerang,Austrovenus Stutchburyi,KNU,binatang lunak
Kerang - Corbicula Japonica,Kerang,Corbicula Japonica,CMJ,binatang lunak
Kerang - Crucibulum Auriculatum,Kerang,Crucibulum Auriculatum,,binatang lunak
Kerang - Mercenaria Mercenaria,Kerang,Mercenaria Mercenaria,CLH,binatang lunak
Kerang - Panopea Generosa,Kerang,Panopea Generosa,GEC,binatang lunak
Kerang - Panopea Japonica,Kerang,Panopea Japonica,,binatang lunak
Kerang - Pharella Javanica,Kerang,Pharella Javanica,FLJ,binatang lunak
Kerang - Pinctada Species,Kerang,Pinctada Species,,binatang lunak
Kerang - Ruditapes Philipinarum,Kerang,Ruditapes Philipinarum,,Demersal
Kerang - Ruditapes Philippinarum,Kerang,Ruditapes Philippinarum,CLJ,binatang lunak
Kerang - Scapharca Broughtonii,Kerang,Scapharca Broughtonii,,binatang lunak
Kerang - Siliqua Patula,Kerang,Siliqua Patula,RAP,binatang lunak
Kerang - Spisula Solida,Kerang,Spisula Solida,ULO,binatang lunak
Kerang - Tapes Aureus,Kerang,Tapes Aureus,,binatang lunak
Kerang - Tapes Philippinarum,Kerang,Tapes Philippinarum,,binatang lunak
Kerang Atlantic Deepsea - Placopecten Magellanicus,Kerang Atlantic Deepsea,Placopecten Magellanicus,SCA,binatang lunak
Kerang Australian - Ylistrum Balloti,Kerang Australian,Ylistrum Balloti,,binatang lunak
Kerang Bakau - Polymesoda Erosa,Kerang Bakau,Polymesoda Erosa,YME,Demersal
Kerang Bambu - Ensis Spp,Kerang Bambu,Ensis Spp,EQX,Ikan Karang
Kerang Batu - Cardium Sp,Kerang Batu,Cardium Sp,KFX,Binatang Berkulit Keras
Kerang Baylonia - Babylonia Areolata,Kerang Baylonia,Babylonia Areolata,YJA,binatang lunak
Kerang Bulu - Anadara Antiquata,Kerang Bulu,Anadara Antiquata,NDQ,Binatang Lunak
Kerang Darah - Anadara Granosa,Kerang Darah,Anadara Granosa,BLC,Binatang Lunak
Kerang Darah - Anadara Oceanica,Kerang Darah,Anadara Oceanica,,binatang lunak
Kerang Darah - Tegillarca Granosa,Kerang Darah,Tegillarca Granosa,BLC,binatang lunak
kerang Daun - Lingula Sp,kerang Daun,Lingula Sp,,Binatang Lunak
Kerang Hijau - Perna Viridis,Kerang Hijau,Perna Viridis,MSV,Binatang Lunak
Kerang Japanese - Mizuhopecten Yessoensis,Kerang Japanese,Mizuhopecten Yessoensis,JSC,binatang lunak
Kerang Japing - Pinctada Margaritifera,Kerang Japing,Pinctada Margaritifera,PNM,binatang lunak
Kerang Kampak - Atrina Maura,Kerang Kampak,Atrina Maura,TQM,binatang lunak
Kerang Kawe - Geloina Expansa,Kerang Kawe,Geloina Expansa,YMX,Demersal
kerang kupang merah - Musculitas Senhausia ,kerang kupang merah,Musculitas Senhausia ,,Binatang Lunak
kerang kupang putih - Potamocorbula fasciata,kerang kupang putih,Potamocorbula fasciata,,Binatang Lunak
Kerang Mutiara - Pinctada Maxima,Kerang Mutiara,Pinctada Maxima,PNX,Binatang Lunak
Kerang Palu - Malleus Malleus,Kerang Palu,Malleus Malleus,EQM,binatang lunak
Kerang Pisau Lipat - Pharus Legumen,Kerang Pisau Lipat,Pharus Legumen,FRL,Binatang Lunak
Kerang Putih; Kupang - Corbula Faba,Kerang Putih; Kupang,Corbula Faba,,Demersal
Kerang Salju - Pholas Dactylus,Kerang Salju,Pholas Dactylus,FOD,binatang lunak
Kerang Salome - Meretrix Spp,Kerang Salome,Meretrix Spp,HCX,Binatang Berkulit Keras
Kerang Silet - Ensis Leei,Kerang Silet,Ensis Leei,CLR,binatang lunak
Kerang Siput - Vermicularia Fargoi,Kerang Siput,Vermicularia Fargoi,,Binatang Lunak
Kerang Terbang - Limaria Orientalis,Kerang Terbang,Limaria Orientalis,,binatang lunak
Kerang Teropong - Telescopium Telescopium,Kerang Teropong,Telescopium Telescopium,TXE,Demersal
Kerang Unam - Littorina Spp,Kerang Unam,Littorina Spp,PER,Binatang Berkulit Keras
Kerapu - Chelidoperca Pleurospilus,Kerapu,Chelidoperca Pleurospilus,,ikan karang
Kerapu - Epinephelus Spp,Kerapu,Epinephelus Spp,GPX,Ikan Karang
Kerapu - Plectranthias Retrofasciatus,Kerapu,Plectranthias Retrofasciatus,QRJ,Demersal
